chunk_id,combination_id,permutation_index,components,values,assembled_text
CHUNK1,chunk1_perm_811,811,T1|T2|T4,gazelle named Gertrude|a avant garde purple mohawk|a pair of large racing goggles,gazelle named Gertrude a avant garde purple mohawk a pair of large racing goggles
CHUNK1,chunk1_perm_812,812,T1|T2|T4,gazelle named Gertrude|a avant garde purple mohawk|heart shaped glasses,gazelle named Gertrude a avant garde purple mohawk heart shaped glasses
CHUNK1,chunk1_perm_813,813,T1|T2|T4,gazelle named Gertrude|a avant garde purple mohawk|a yellow eye patch over one eye,gazelle named Gertrude a avant garde purple mohawk a yellow eye patch over one eye
CHUNK1,chunk1_perm_814,814,T1|T2|T4,gazelle named Gertrude|a avant garde purple mohawk|a gummy bear nose piercing,gazelle named Gertrude a avant garde purple mohawk a gummy bear nose piercing
CHUNK1,chunk1_perm_815,815,T1|T2|T4,gazelle named Gertrude|a avant garde purple mohawk|sky blue eye shadow,gazelle named Gertrude a avant garde purple mohawk sky blue eye shadow
CHUNK1,chunk1_perm_816,816,T1|T2|T4,gazelle named Gertrude|a avant garde purple mohawk|pink fuzzy frame glasses,gazelle named Gertrude a avant garde purple mohawk pink fuzzy frame glasses
CHUNK1,chunk1_perm_817,817,T1|T2|T4,gazelle named Gertrude|a avant garde purple mohawk|glasses covered in large buttons,gazelle named Gertrude a avant garde purple mohawk glasses covered in large buttons
CHUNK1,chunk1_perm_818,818,T1|T2|T4,gazelle named Gertrude|a avant garde purple mohawk|mirrored cycling sunglasses,gazelle named Gertrude a avant garde purple mohawk mirrored cycling sunglasses
CHUNK1,chunk1_perm_819,819,T1|T2|T4,gazelle named Gertrude|a avant garde purple mohawk|a monocle on a chain,gazelle named Gertrude a avant garde purple mohawk a monocle on a chain
CHUNK1,chunk1_perm_820,820,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|a pair of broken spectacles held together with tape,gazelle named Gertrude a sideways baseball cap a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_821,821,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|a pair of large racing goggles,gazelle named Gertrude a sideways baseball cap a pair of large racing goggles
CHUNK1,chunk1_perm_822,822,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|heart shaped glasses,gazelle named Gertrude a sideways baseball cap heart shaped glasses
CHUNK1,chunk1_perm_823,823,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|a yellow eye patch over one eye,gazelle named Gertrude a sideways baseball cap a yellow eye patch over one eye
CHUNK1,chunk1_perm_824,824,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|a gummy bear nose piercing,gazelle named Gertrude a sideways baseball cap a gummy bear nose piercing
CHUNK1,chunk1_perm_825,825,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|sky blue eye shadow,gazelle named Gertrude a sideways baseball cap sky blue eye shadow
CHUNK1,chunk1_perm_826,826,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|pink fuzzy frame glasses,gazelle named Gertrude a sideways baseball cap pink fuzzy frame glasses
CHUNK1,chunk1_perm_827,827,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|glasses covered in large buttons,gazelle named Gertrude a sideways baseball cap glasses covered in large buttons
CHUNK1,chunk1_perm_828,828,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|mirrored cycling sunglasses,gazelle named Gertrude a sideways baseball cap mirrored cycling sunglasses
CHUNK1,chunk1_perm_829,829,T1|T2|T4,gazelle named Gertrude|a sideways baseball cap|a monocle on a chain,gazelle named Gertrude a sideways baseball cap a monocle on a chain
CHUNK1,chunk1_perm_830,830,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|a pair of broken spectacles held together with tape,gazelle named Gertrude a tiara of french fries a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_831,831,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|a pair of large racing goggles,gazelle named Gertrude a tiara of french fries a pair of large racing goggles
CHUNK1,chunk1_perm_832,832,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|heart shaped glasses,gazelle named Gertrude a tiara of french fries heart shaped glasses
CHUNK1,chunk1_perm_833,833,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|a yellow eye patch over one eye,gazelle named Gertrude a tiara of french fries a yellow eye patch over one eye
CHUNK1,chunk1_perm_834,834,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|a gummy bear nose piercing,gazelle named Gertrude a tiara of french fries a gummy bear nose piercing
CHUNK1,chunk1_perm_835,835,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|sky blue eye shadow,gazelle named Gertrude a tiara of french fries sky blue eye shadow
CHUNK1,chunk1_perm_836,836,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|pink fuzzy frame glasses,gazelle named Gertrude a tiara of french fries pink fuzzy frame glasses
CHUNK1,chunk1_perm_837,837,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|glasses covered in large buttons,gazelle named Gertrude a tiara of french fries glasses covered in large buttons
CHUNK1,chunk1_perm_838,838,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|mirrored cycling sunglasses,gazelle named Gertrude a tiara of french fries mirrored cycling sunglasses
CHUNK1,chunk1_perm_839,839,T1|T2|T4,gazelle named Gertrude|a tiara of french fries|a monocle on a chain,gazelle named Gertrude a tiara of french fries a monocle on a chain
CHUNK1,chunk1_perm_840,840,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|a pair of broken spectacles held together with tape,gazelle named Gertrude a fruit-adorned headdress a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_841,841,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|a pair of large racing goggles,gazelle named Gertrude a fruit-adorned headdress a pair of large racing goggles
CHUNK1,chunk1_perm_842,842,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|heart shaped glasses,gazelle named Gertrude a fruit-adorned headdress heart shaped glasses
CHUNK1,chunk1_perm_843,843,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|a yellow eye patch over one eye,gazelle named Gertrude a fruit-adorned headdress a yellow eye patch over one eye
CHUNK1,chunk1_perm_844,844,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|a gummy bear nose piercing,gazelle named Gertrude a fruit-adorned headdress a gummy bear nose piercing
CHUNK1,chunk1_perm_845,845,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|sky blue eye shadow,gazelle named Gertrude a fruit-adorned headdress sky blue eye shadow
CHUNK1,chunk1_perm_846,846,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|pink fuzzy frame glasses,gazelle named Gertrude a fruit-adorned headdress pink fuzzy frame glasses
CHUNK1,chunk1_perm_847,847,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|glasses covered in large buttons,gazelle named Gertrude a fruit-adorned headdress glasses covered in large buttons
CHUNK1,chunk1_perm_848,848,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|mirrored cycling sunglasses,gazelle named Gertrude a fruit-adorned headdress mirrored cycling sunglasses
CHUNK1,chunk1_perm_849,849,T1|T2|T4,gazelle named Gertrude|a fruit-adorned headdress|a monocle on a chain,gazelle named Gertrude a fruit-adorned headdress a monocle on a chain
CHUNK1,chunk1_perm_850,850,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|a pair of broken spectacles held together with tape,gazelle named Gertrude a bonnet knitted from dandelions a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_851,851,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|a pair of large racing goggles,gazelle named Gertrude a bonnet knitted from dandelions a pair of large racing goggles
CHUNK1,chunk1_perm_852,852,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|heart shaped glasses,gazelle named Gertrude a bonnet knitted from dandelions heart shaped glasses
CHUNK1,chunk1_perm_853,853,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|a yellow eye patch over one eye,gazelle named Gertrude a bonnet knitted from dandelions a yellow eye patch over one eye
CHUNK1,chunk1_perm_854,854,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|a gummy bear nose piercing,gazelle named Gertrude a bonnet knitted from dandelions a gummy bear nose piercing
CHUNK1,chunk1_perm_855,855,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|sky blue eye shadow,gazelle named Gertrude a bonnet knitted from dandelions sky blue eye shadow
CHUNK1,chunk1_perm_856,856,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|pink fuzzy frame glasses,gazelle named Gertrude a bonnet knitted from dandelions pink fuzzy frame glasses
CHUNK1,chunk1_perm_857,857,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|glasses covered in large buttons,gazelle named Gertrude a bonnet knitted from dandelions glasses covered in large buttons
CHUNK1,chunk1_perm_858,858,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|mirrored cycling sunglasses,gazelle named Gertrude a bonnet knitted from dandelions mirrored cycling sunglasses
CHUNK1,chunk1_perm_859,859,T1|T2|T4,gazelle named Gertrude|a bonnet knitted from dandelions|a monocle on a chain,gazelle named Gertrude a bonnet knitted from dandelions a monocle on a chain
CHUNK1,chunk1_perm_860,860,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|a pair of broken spectacles held together with tape,gazelle named Gertrude a colorful Mexican sombrero a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_861,861,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|a pair of large racing goggles,gazelle named Gertrude a colorful Mexican sombrero a pair of large racing goggles
CHUNK1,chunk1_perm_862,862,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|heart shaped glasses,gazelle named Gertrude a colorful Mexican sombrero heart shaped glasses
CHUNK1,chunk1_perm_863,863,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|a yellow eye patch over one eye,gazelle named Gertrude a colorful Mexican sombrero a yellow eye patch over one eye
CHUNK1,chunk1_perm_864,864,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|a gummy bear nose piercing,gazelle named Gertrude a colorful Mexican sombrero a gummy bear nose piercing
CHUNK1,chunk1_perm_865,865,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|sky blue eye shadow,gazelle named Gertrude a colorful Mexican sombrero sky blue eye shadow
CHUNK1,chunk1_perm_866,866,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|pink fuzzy frame glasses,gazelle named Gertrude a colorful Mexican sombrero pink fuzzy frame glasses
CHUNK1,chunk1_perm_867,867,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|glasses covered in large buttons,gazelle named Gertrude a colorful Mexican sombrero glasses covered in large buttons
CHUNK1,chunk1_perm_868,868,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|mirrored cycling sunglasses,gazelle named Gertrude a colorful Mexican sombrero mirrored cycling sunglasses
CHUNK1,chunk1_perm_869,869,T1|T2|T4,gazelle named Gertrude|a colorful Mexican sombrero|a monocle on a chain,gazelle named Gertrude a colorful Mexican sombrero a monocle on a chain
CHUNK1,chunk1_perm_870,870,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|a pair of broken spectacles held together with tape,gazelle named Gertrude a Russian Trapper Hat a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_871,871,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|a pair of large racing goggles,gazelle named Gertrude a Russian Trapper Hat a pair of large racing goggles
CHUNK1,chunk1_perm_872,872,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|heart shaped glasses,gazelle named Gertrude a Russian Trapper Hat heart shaped glasses
CHUNK1,chunk1_perm_873,873,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|a yellow eye patch over one eye,gazelle named Gertrude a Russian Trapper Hat a yellow eye patch over one eye
CHUNK1,chunk1_perm_874,874,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|a gummy bear nose piercing,gazelle named Gertrude a Russian Trapper Hat a gummy bear nose piercing
CHUNK1,chunk1_perm_875,875,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|sky blue eye shadow,gazelle named Gertrude a Russian Trapper Hat sky blue eye shadow
CHUNK1,chunk1_perm_876,876,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|pink fuzzy frame glasses,gazelle named Gertrude a Russian Trapper Hat pink fuzzy frame glasses
CHUNK1,chunk1_perm_877,877,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|glasses covered in large buttons,gazelle named Gertrude a Russian Trapper Hat glasses covered in large buttons
CHUNK1,chunk1_perm_878,878,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|mirrored cycling sunglasses,gazelle named Gertrude a Russian Trapper Hat mirrored cycling sunglasses
CHUNK1,chunk1_perm_879,879,T1|T2|T4,gazelle named Gertrude|a Russian Trapper Hat|a monocle on a chain,gazelle named Gertrude a Russian Trapper Hat a monocle on a chain
CHUNK1,chunk1_perm_880,880,T1|T2|T4,gazelle named Gertrude|a knight's helmet|a pair of broken spectacles held together with tape,gazelle named Gertrude a knight's helmet a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_881,881,T1|T2|T4,gazelle named Gertrude|a knight's helmet|a pair of large racing goggles,gazelle named Gertrude a knight's helmet a pair of large racing goggles
CHUNK1,chunk1_perm_882,882,T1|T2|T4,gazelle named Gertrude|a knight's helmet|heart shaped glasses,gazelle named Gertrude a knight's helmet heart shaped glasses
CHUNK1,chunk1_perm_883,883,T1|T2|T4,gazelle named Gertrude|a knight's helmet|a yellow eye patch over one eye,gazelle named Gertrude a knight's helmet a yellow eye patch over one eye
CHUNK1,chunk1_perm_884,884,T1|T2|T4,gazelle named Gertrude|a knight's helmet|a gummy bear nose piercing,gazelle named Gertrude a knight's helmet a gummy bear nose piercing
CHUNK1,chunk1_perm_885,885,T1|T2|T4,gazelle named Gertrude|a knight's helmet|sky blue eye shadow,gazelle named Gertrude a knight's helmet sky blue eye shadow
CHUNK1,chunk1_perm_886,886,T1|T2|T4,gazelle named Gertrude|a knight's helmet|pink fuzzy frame glasses,gazelle named Gertrude a knight's helmet pink fuzzy frame glasses
CHUNK1,chunk1_perm_887,887,T1|T2|T4,gazelle named Gertrude|a knight's helmet|glasses covered in large buttons,gazelle named Gertrude a knight's helmet glasses covered in large buttons
CHUNK1,chunk1_perm_888,888,T1|T2|T4,gazelle named Gertrude|a knight's helmet|mirrored cycling sunglasses,gazelle named Gertrude a knight's helmet mirrored cycling sunglasses
CHUNK1,chunk1_perm_889,889,T1|T2|T4,gazelle named Gertrude|a knight's helmet|a monocle on a chain,gazelle named Gertrude a knight's helmet a monocle on a chain
CHUNK1,chunk1_perm_890,890,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|a pair of broken spectacles held together with tape,gazelle named Gertrude a flamboyant hat of swan feathers a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_891,891,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|a pair of large racing goggles,gazelle named Gertrude a flamboyant hat of swan feathers a pair of large racing goggles
CHUNK1,chunk1_perm_892,892,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|heart shaped glasses,gazelle named Gertrude a flamboyant hat of swan feathers heart shaped glasses
CHUNK1,chunk1_perm_893,893,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|a yellow eye patch over one eye,gazelle named Gertrude a flamboyant hat of swan feathers a yellow eye patch over one eye
CHUNK1,chunk1_perm_894,894,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|a gummy bear nose piercing,gazelle named Gertrude a flamboyant hat of swan feathers a gummy bear nose piercing
CHUNK1,chunk1_perm_895,895,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|sky blue eye shadow,gazelle named Gertrude a flamboyant hat of swan feathers sky blue eye shadow
CHUNK1,chunk1_perm_896,896,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|pink fuzzy frame glasses,gazelle named Gertrude a flamboyant hat of swan feathers pink fuzzy frame glasses
CHUNK1,chunk1_perm_897,897,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|glasses covered in large buttons,gazelle named Gertrude a flamboyant hat of swan feathers glasses covered in large buttons
CHUNK1,chunk1_perm_898,898,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|mirrored cycling sunglasses,gazelle named Gertrude a flamboyant hat of swan feathers mirrored cycling sunglasses
CHUNK1,chunk1_perm_899,899,T1|T2|T4,gazelle named Gertrude|a flamboyant hat of swan feathers|a monocle on a chain,gazelle named Gertrude a flamboyant hat of swan feathers a monocle on a chain
CHUNK1,chunk1_perm_900,900,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|a pair of broken spectacles held together with tape,raccoon named Ramona a tall cowboy hat with a star on it a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_901,901,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|a pair of large racing goggles,raccoon named Ramona a tall cowboy hat with a star on it a pair of large racing goggles
CHUNK1,chunk1_perm_902,902,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|heart shaped glasses,raccoon named Ramona a tall cowboy hat with a star on it heart shaped glasses
CHUNK1,chunk1_perm_903,903,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|a yellow eye patch over one eye,raccoon named Ramona a tall cowboy hat with a star on it a yellow eye patch over one eye
CHUNK1,chunk1_perm_904,904,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|a gummy bear nose piercing,raccoon named Ramona a tall cowboy hat with a star on it a gummy bear nose piercing
CHUNK1,chunk1_perm_905,905,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|sky blue eye shadow,raccoon named Ramona a tall cowboy hat with a star on it sky blue eye shadow
CHUNK1,chunk1_perm_906,906,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|pink fuzzy frame glasses,raccoon named Ramona a tall cowboy hat with a star on it pink fuzzy frame glasses
CHUNK1,chunk1_perm_907,907,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|glasses covered in large buttons,raccoon named Ramona a tall cowboy hat with a star on it glasses covered in large buttons
CHUNK1,chunk1_perm_908,908,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|mirrored cycling sunglasses,raccoon named Ramona a tall cowboy hat with a star on it mirrored cycling sunglasses
CHUNK1,chunk1_perm_909,909,T1|T2|T4,raccoon named Ramona|a tall cowboy hat with a star on it|a monocle on a chain,raccoon named Ramona a tall cowboy hat with a star on it a monocle on a chain
CHUNK1,chunk1_perm_910,910,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|a pair of broken spectacles held together with tape,raccoon named Ramona a avant garde purple mohawk a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_911,911,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|a pair of large racing goggles,raccoon named Ramona a avant garde purple mohawk a pair of large racing goggles
CHUNK1,chunk1_perm_912,912,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|heart shaped glasses,raccoon named Ramona a avant garde purple mohawk heart shaped glasses
CHUNK1,chunk1_perm_913,913,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|a yellow eye patch over one eye,raccoon named Ramona a avant garde purple mohawk a yellow eye patch over one eye
CHUNK1,chunk1_perm_914,914,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|a gummy bear nose piercing,raccoon named Ramona a avant garde purple mohawk a gummy bear nose piercing
CHUNK1,chunk1_perm_915,915,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|sky blue eye shadow,raccoon named Ramona a avant garde purple mohawk sky blue eye shadow
CHUNK1,chunk1_perm_916,916,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|pink fuzzy frame glasses,raccoon named Ramona a avant garde purple mohawk pink fuzzy frame glasses
CHUNK1,chunk1_perm_917,917,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|glasses covered in large buttons,raccoon named Ramona a avant garde purple mohawk glasses covered in large buttons
CHUNK1,chunk1_perm_918,918,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|mirrored cycling sunglasses,raccoon named Ramona a avant garde purple mohawk mirrored cycling sunglasses
CHUNK1,chunk1_perm_919,919,T1|T2|T4,raccoon named Ramona|a avant garde purple mohawk|a monocle on a chain,raccoon named Ramona a avant garde purple mohawk a monocle on a chain
CHUNK1,chunk1_perm_920,920,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|a pair of broken spectacles held together with tape,raccoon named Ramona a sideways baseball cap a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_921,921,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|a pair of large racing goggles,raccoon named Ramona a sideways baseball cap a pair of large racing goggles
CHUNK1,chunk1_perm_922,922,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|heart shaped glasses,raccoon named Ramona a sideways baseball cap heart shaped glasses
CHUNK1,chunk1_perm_923,923,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|a yellow eye patch over one eye,raccoon named Ramona a sideways baseball cap a yellow eye patch over one eye
CHUNK1,chunk1_perm_924,924,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|a gummy bear nose piercing,raccoon named Ramona a sideways baseball cap a gummy bear nose piercing
CHUNK1,chunk1_perm_925,925,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|sky blue eye shadow,raccoon named Ramona a sideways baseball cap sky blue eye shadow
CHUNK1,chunk1_perm_926,926,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|pink fuzzy frame glasses,raccoon named Ramona a sideways baseball cap pink fuzzy frame glasses
CHUNK1,chunk1_perm_927,927,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|glasses covered in large buttons,raccoon named Ramona a sideways baseball cap glasses covered in large buttons
CHUNK1,chunk1_perm_928,928,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|mirrored cycling sunglasses,raccoon named Ramona a sideways baseball cap mirrored cycling sunglasses
CHUNK1,chunk1_perm_929,929,T1|T2|T4,raccoon named Ramona|a sideways baseball cap|a monocle on a chain,raccoon named Ramona a sideways baseball cap a monocle on a chain
CHUNK1,chunk1_perm_930,930,T1|T2|T4,raccoon named Ramona|a tiara of french fries|a pair of broken spectacles held together with tape,raccoon named Ramona a tiara of french fries a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_931,931,T1|T2|T4,raccoon named Ramona|a tiara of french fries|a pair of large racing goggles,raccoon named Ramona a tiara of french fries a pair of large racing goggles
CHUNK1,chunk1_perm_932,932,T1|T2|T4,raccoon named Ramona|a tiara of french fries|heart shaped glasses,raccoon named Ramona a tiara of french fries heart shaped glasses
CHUNK1,chunk1_perm_933,933,T1|T2|T4,raccoon named Ramona|a tiara of french fries|a yellow eye patch over one eye,raccoon named Ramona a tiara of french fries a yellow eye patch over one eye
CHUNK1,chunk1_perm_934,934,T1|T2|T4,raccoon named Ramona|a tiara of french fries|a gummy bear nose piercing,raccoon named Ramona a tiara of french fries a gummy bear nose piercing
CHUNK1,chunk1_perm_935,935,T1|T2|T4,raccoon named Ramona|a tiara of french fries|sky blue eye shadow,raccoon named Ramona a tiara of french fries sky blue eye shadow
CHUNK1,chunk1_perm_936,936,T1|T2|T4,raccoon named Ramona|a tiara of french fries|pink fuzzy frame glasses,raccoon named Ramona a tiara of french fries pink fuzzy frame glasses
CHUNK1,chunk1_perm_937,937,T1|T2|T4,raccoon named Ramona|a tiara of french fries|glasses covered in large buttons,raccoon named Ramona a tiara of french fries glasses covered in large buttons
CHUNK1,chunk1_perm_938,938,T1|T2|T4,raccoon named Ramona|a tiara of french fries|mirrored cycling sunglasses,raccoon named Ramona a tiara of french fries mirrored cycling sunglasses
CHUNK1,chunk1_perm_939,939,T1|T2|T4,raccoon named Ramona|a tiara of french fries|a monocle on a chain,raccoon named Ramona a tiara of french fries a monocle on a chain
CHUNK1,chunk1_perm_940,940,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|a pair of broken spectacles held together with tape,raccoon named Ramona a fruit-adorned headdress a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_941,941,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|a pair of large racing goggles,raccoon named Ramona a fruit-adorned headdress a pair of large racing goggles
CHUNK1,chunk1_perm_942,942,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|heart shaped glasses,raccoon named Ramona a fruit-adorned headdress heart shaped glasses
CHUNK1,chunk1_perm_943,943,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|a yellow eye patch over one eye,raccoon named Ramona a fruit-adorned headdress a yellow eye patch over one eye
CHUNK1,chunk1_perm_944,944,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|a gummy bear nose piercing,raccoon named Ramona a fruit-adorned headdress a gummy bear nose piercing
CHUNK1,chunk1_perm_945,945,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|sky blue eye shadow,raccoon named Ramona a fruit-adorned headdress sky blue eye shadow
CHUNK1,chunk1_perm_946,946,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|pink fuzzy frame glasses,raccoon named Ramona a fruit-adorned headdress pink fuzzy frame glasses
CHUNK1,chunk1_perm_947,947,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|glasses covered in large buttons,raccoon named Ramona a fruit-adorned headdress glasses covered in large buttons
CHUNK1,chunk1_perm_948,948,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|mirrored cycling sunglasses,raccoon named Ramona a fruit-adorned headdress mirrored cycling sunglasses
CHUNK1,chunk1_perm_949,949,T1|T2|T4,raccoon named Ramona|a fruit-adorned headdress|a monocle on a chain,raccoon named Ramona a fruit-adorned headdress a monocle on a chain
CHUNK1,chunk1_perm_950,950,T1|T2|T4,raccoon named Ramona|a bonnet knitted from dandelions|a pair of broken spectacles held together with tape,raccoon named Ramona a bonnet knitted from dandelions a pair of broken spectacles held together with tape
CHUNK1,chunk1_perm_951,951,T1|T2|T4,raccoon named Ramona|a bonnet knitted from dandelions|a pair of large racing goggles,raccoon named Ramona a bonnet knitted from dandelions a pair of large racing goggles
CHUNK1,chunk1_perm_952,952,T1|T2|T4,raccoon named Ramona|a bonnet knitted from dandelions|heart shaped glasses,raccoon named Ramona a bonnet knitted from dandelions heart shaped glasses
CHUNK1,chunk1_perm_953,953,T1|T2|T4,raccoon named Ramona|a bonnet knitted from dandelions|a yellow eye patch over one eye,raccoon named Ramona a bonnet knitted from dandelions a yellow eye patch over one eye
CHUNK1,chunk1_perm_954,954,T1|T2|T4,raccoon named Ramona|a bonnet knitted from dandelions|a gummy bear nose piercing,raccoon named Ramona a bonnet knitted from dandelions a gummy bear nose piercing
CHUNK1,chunk1_perm_955,955,T1|T2|T4,raccoon named Ramona|a bonnet knitted from dandelions|sky blue eye shadow,raccoon named Ramona a bonnet knitted from dandelions sky blue eye shadow
CHUNK1,chunk1_perm_956,956,T1|T2|T4,raccoon named Ramona|a bonnet knitted from dandelions|pink fuzzy frame glasses,raccoon named Ramona a bonnet knitted from dandelions pink fuzzy frame glasses
CHUNK1,chunk1_perm_957,957,T1|T2|T4,raccoon named Ramona|a bonnet knitted from dandelions|glasses covered in large buttons,raccoon named Ramona a bonnet knitted from dandelions glasses covered in large buttons
CHUNK1,chunk1_perm_958,958,T1|T2|T4,raccoon named Ramona|a bonnet knitted from dandelions|mirrored cycling sunglasses,raccoon named Ramona a bonnet knitted from dandelions mirrored cycling sunglasses
